Motif Orientation	Motif Position	Positional Enrichment Coefficient	Standard Error	95% CI Upper	95% CI Lower	P-value	Adjusted P-value
-	-75.0	-1.9255430583342559e-16	1.2472739357124077e-16	5.246118568830624e-17	-4.375697973551574e-16	0.12322776216554807	0.9520007241570537
-	-74.0	-1.5092094240998222e-16	1.2833250214519132e-16	1.0117645328648234e-16	-4.0301833810644677e-16	0.24011193193013652	0.9520007241570537
-	-73.0	6.666368845831272e-14	8.041514818872587e-14	2.2463185002339666e-13	-9.130447310677122e-14	0.40747740732647886	0.9520007241570537
-	-72.0	4.446591879425643e-11	5.3487690010333216e-11	1.49537565711647e-10	-6.060572812313412e-11	0.4061581290533023	0.9520007241570537
-	-71.0	1.0880552141559474e-08	1.3088004861687836e-08	3.659073378175905e-08	-1.4829629498640099e-08	0.40615374526114467	0.9520007241570537
-	-70.0	9.794725074358662e-07	1.1781436466739879e-06	3.29382732884209e-06	-1.3348823139703574e-06	0.40613590381062226	0.9520007241570537
-	-69.0	3.244458140189317e-05	3.901451466201874e-05	0.00010908500667412026	-4.4195843870333914e-05	0.4060041633527276	0.9520007241570537
-	-68.0	0.0003960576642705344	0.00047527296384413254	0.0013296876833789502	-0.0005375723548378813	0.40503235912241664	0.9520007241570537
-	-67.0	0.0018015570104877605	0.0021295461377033352	0.005984854510002708	-0.002381740489027187	0.3979411800331575	0.9520007241570537
-	-66.0	0.0032936636338042353	0.003524978527887572	0.010218159703872578	-0.003630832436264107	0.3505302859983478	0.9520007241570537
-	-65.0	0.0034459349906935544	0.002763083155226888	0.00887375768472469	-0.00198188770333758	0.21289403560377257	0.9520007241570537
-	-64.0	0.0031518966091196605	0.0030528860741520386	0.009149010479626166	-0.002845217261386845	0.30233636914632045	0.9520007241570537
-	-63.0	0.001779550928048013	0.0027920784636394276	0.007264332238298966	-0.0037052303822029398	0.5241649420512398	0.9520007241570537
-	-62.0	0.0007520372535970033	0.003811192452640072	0.008238774251225042	-0.006734699744031035	0.8436494532169138	0.9829993879528262
-	-61.0	-0.00032624719117655375	0.0037322977283286095	0.00700550837773588	-0.007658002760088987	0.9303768272873373	0.9898131615883561
-	-60.0	-0.002688606020890617	0.003602224068207519	0.004387631807643505	-0.00976484384942474	0.4557694230292523	0.9520007241570537
-	-59.0	-0.0034850452209541135	0.0033330630397742558	0.003062450526215158	-0.010032540968123385	0.29621868997727147	0.9520007241570537
-	-58.0	-0.0015254534059842752	0.004221024316618767	0.006766360589718395	-0.009817267401686945	0.7179475103705697	0.9634452433724444
-	-57.0	0.0030703630249379627	0.004569183403801454	0.012046103521719163	-0.005905377471843238	0.501891634217677	0.9520007241570537
-	-56.0	0.005136258187030724	0.004516435849841985	0.01400838096608445	-0.003735864592023002	0.25594828043903156	0.9520007241570537
-	-55.0	0.002335202712318832	0.00432286749811013	0.01082707826993485	-0.006156672845297185	0.589285549721262	0.9520007241570537
-	-54.0	0.003693235883193412	0.004596731407897857	0.012723091899996824	-0.00533662013361	0.4220725018855437	0.9520007241570537
-	-53.0	0.005197081586440716	0.004549912964402397	0.014134967077629236	-0.0037408039047478036	0.25386621574120877	0.9520007241570537
-	-52.0	0.0008760137041803843	0.003486920304083628	0.007725747894402009	-0.00597372048604124	0.8017339266898191	0.9829993879528262
-	-51.0	-0.003209678601975857	0.003866638280120401	0.00438597662350854	-0.010805333827460253	0.40685510522039137	0.9520007241570537
-	-50.0	-0.0023014787113900727	0.004221437432901638	0.005991146813249465	-0.01059410423602961	0.5858511541691571	0.9520007241570537
-	-49.0	0.003123881447233608	0.003738530754807019	0.010467881223312955	-0.004220118328845739	0.40375822445651466	0.9520007241570537
-	-48.0	0.005503788032224325	0.0035649909508267594	0.012506884826582002	-0.0014993087621333525	0.12321752903047666	0.9520007241570537
-	-47.0	0.003381538819225845	0.002808819315517984	0.008899205993071584	-0.0021361283546198935	0.2291604453970475	0.9520007241570537
-	-46.0	-0.0004778904686712753	0.0030263639672843934	0.005467123162550936	-0.006422904099893487	0.8745879936377129	0.9829993879528262
-	-45.0	-0.0048053255237677315	0.004385358266342387	0.003809307399777301	-0.013419958447312764	0.2736743047730219	0.9520007241570537
-	-44.0	-0.008023704736239319	0.00470317636107962	0.0012152525996655863	-0.017262662072144226	0.08858505671531341	0.9520007241570537
-	-43.0	-0.009555519956831356	0.004034443487505274	-0.001630226837135474	-0.017480813076527237	0.0182154639749934	0.5501070120448006
-	-42.0	-0.007826237571590948	0.0044902319537844715	0.0009944100640441114	-0.016646885207226007	0.08191734839270734	0.9520007241570537
-	-41.0	-0.0020645545257965076	0.004695219136022117	0.007158771573434637	-0.011287880625027651	0.6603216825857927	0.9520007241570537
-	-40.0	0.004617827856636189	0.0036536184941795917	0.011795025307435106	-0.0025593695941627274	0.20681442541150935	0.9520007241570537
-	-39.0	0.006661817947827168	0.0033659575818879178	0.013273931997147985	4.970389850635082e-05	0.04830858256530987	0.8581877608660929
-	-38.0	0.002896522417836677	0.004379231558490904	0.011499119987377588	-0.005706075151704234	0.5086261297617378	0.9520007241570537
-	-37.0	-0.00011165819118827153	0.004186078289004934	0.008111507547805298	-0.008334823930181843	0.9787299373438609	0.9966325446831429
-	-36.0	4.6189618999003396e-05	0.004594994197975635	0.009072633046708854	-0.008980253808710847	0.9919834186270411	0.9966325446831429
-	-35.0	0.0019510213117629703	0.004338797957360606	0.010474190791200523	-0.006572148167674582	0.6531315220707559	0.9520007241570537
-	-34.0	0.002297588893653597	0.004334163017650815	0.010811653460379898	-0.006216475673072704	0.5962546848482853	0.9520007241570537
